x_m,y_m,time_mean_s,time_sd_s,time_ci_lower_s,time_ci_upper_s,time_prior_dominance,asymmetry_mean_ms,asymmetry_sd_ms,asymmetry_ci_lower_ms,asymmetry_ci_upper_ms,asymmetry_prior_dominance
-1.708,0,0.319922548,0.0312569625,0.258660027,0.381185069,0.176134396,-9.48767381,19.0097258,-46.7460518,27.7707042,0.214940207
-1.66733333,0,0.320207719,0.0308341264,0.259773942,0.380641497,0.173597017,-9.10237337,18.77331,-45.8973849,27.6926381,0.212117675
-1.62666667,0,0.320537988,0.0304284757,0.260899272,0.380176705,0.171121478,-8.70504316,18.5545613,-45.071315,27.6612287,0.209463471
-1.586,0,0.320906925,0.0300421768,0.26202534,0.37978851,0.168722842,-8.29712096,18.355348,-44.2729419,27.6787,0.207002272
-1.54533333,0,0.321308099,0.0296773382,0.263141585,0.379474614,0.166415333,-7.88004453,18.1773365,-43.5069694,27.7468803,0.204755839
-1.50466667,0,0.321735082,0.0293358441,0.264237884,0.37923228,0.164211364,-7.45525167,18.0218856,-42.7774984,27.8669951,0.202741802
-1.464,0,0.322181443,0.0290192018,0.265304852,0.379058033,0.162120659,-7.02418013,17.8899581,-42.0878536,28.0394933,0.200972638
-1.42333333,0,0.322640752,0.028728408,0.266334107,0.378947397,0.16014948,-6.58826771,17.7820527,-41.4404506,28.2639151,0.199454888
-1.38266667,0,0.32310658,0.0284638376,0.267318483,0.378894676,0.158300001,-6.14895218,17.6981622,-40.8367127,28.5388083,0.198188654
-1.342,0,0.323572496,0.0282251607,0.268252198,0.378892794,0.156569845,-5.70767132,17.6377586,-40.2770429,28.8617002,0.197167405
-1.30133333,0,0.324032072,0.0280112907,0.269130951,0.378933192,0.1549518,-5.26586289,17.5998081,-39.760853,29.2291272,0.196378105
-1.26066667,0,0.324478876,0.027820367,0.269951959,0.379005794,0.153433749,-4.82496469,17.5828164,-39.2866516,29.6367223,0.195801654
-1.22,0,0.32490648,0.0276497732,0.270713921,0.37909904,0.151998799,-4.38641448,17.584901,-38.8521871,30.0793582,0.195413627
-1.17933333,0,0.325308454,0.0274961906,0.271416911,0.379199997,0.150625615,-3.95165004,17.6038901,-38.4546406,30.5513405,0.195185272
-1.13866667,0,0.325678367,0.0273556862,0.272062207,0.379294527,0.149288965,-3.52210916,17.637443,-38.0908623,31.046644,0.195084741
-1.098,0,0.326009791,0.0272238318,0.272652061,0.37936752,0.147960433,-3.0992296,17.68319,-37.7576452,31.559186,0.195078493
-1.05733333,0,0.326296294,0.0270958519,0.2731894,0.379403188,0.146609316,-2.68444914,17.7388867,-37.4520282,32.08313,0.195132859
-1.01666667,0,0.326531448,0.0269667978,0.273677495,0.3793854,0.145203674,-2.27920557,17.8025826,-37.1716262,32.6132151,0.195215739
-0.976,0,0.326708822,0.0268317465,0.274119565,0.379298079,0.143711533,-1.88493665,17.8728005,-36.9149819,33.1451086,0.195298399
-0.935333333,0,0.326821987,0.0266860249,0.274518339,0.379125634,0.142102236,-1.50308016,17.9487273,-36.6819392,33.6757789,0.195357385
-0.894666667,0,0.326864513,0.0265254601,0.274875566,0.378853459,0.140347948,-1.13507389,18.0304149,-36.4740377,34.2038899,0.195376514
-0.854,0,0.326829969,0.026346664,0.275191457,0.378468482,0.13842534,-0.7823556,18.1189909,-36.2949251,34.7302139,0.195348943
-0.813333333,0,0.326711928,0.0261473557,0.275464052,0.377959803,0.13631744,-0.446363078,18.2168769,-36.1507857,35.2580595,0.19527923
-0.772666667,0,0.326503957,0.0259267355,0.275688489,0.377319425,0.134015701,-0.128534098,18.3280097,-36.0507731,35.7937049,0.195185326
-0.732,0,0.326199628,0.0256859205,0.275856149,0.376543107,0.131522257,0.169693564,18.4580564,-36.0074322,36.3468193,0.195100299
-0.691333333,0,0.325792511,0.0254284533,0.275953659,0.375631364,0.128852378,0.446882131,18.6146076,-36.0370783,36.9308426,0.195073592
-0.650666667,0,0.325276176,0.0251608946,0.275961729,0.374590624,0.126037043,0.701593826,18.8073281,-36.1600919,37.5632795,0.195171464
-0.61,0,0.324644194,0.0248934972,0.275853836,0.373434552,0.123125507,0.932390871,19.0480334,-36.4010686,38.2658504,0.195476267
-0.569333333,0,0.323890133,0.0246409408,0.275594777,0.37218549,0.120187624,1.13783549,19.3506585,-36.7887582,39.0644292,0.196084163
-0.528666667,0,0.323007566,0.0244230738,0.275139221,0.370875911,0.1173155,1.31648991,19.7310824,-37.355721,39.9887008,0.197100976
-0.488,0,0.321990061,0.0242655499,0.274430457,0.369549665,0.114623852,1.46691635,20.2067853,-38.1376552,41.0714878,0.198636124
-0.447333333,0,0.320831189,0.0242001795,0.273399709,0.368262669,0.112248212,1.58767703,20.7963329,-39.1723865,42.3477406,0.200794884
-0.406666667,0,0.31952452,0.0242647422,0.271966499,0.367082541,0.110339972,1.67733418,21.5187185,-40.4985792,43.8532475,0.20366972
-0.366,0,0.318063625,0.0245019866,0.270040613,0.366086636,0.109057482,1.73445001,22.3926288,-42.1542959,45.6231959,0.207331799
-0.325333333,0,0.316442073,0.0249576265,0.267526024,0.365358122,0.108553094,1.75758676,23.4357264,-44.175593,47.6907665,0.211824007
-0.284666667,0,0.314653435,0.0256774015,0.264326653,0.364980217,0.108957501,1.74530665,24.664051,-46.5953451,50.0859584,0.217156662
-0.244,0,0.31269128,0.0267036478,0.260353092,0.365029468,0.110364273,1.6961719,26.0916159,-49.4424556,52.8347994,0.223306626
-0.203333333,0,0.31054918,0.0280721558,0.255528766,0.365569595,0.112818517,1.60874473,27.7302391,-52.7415251,55.9590146,0.230219848
-0.162666667,0,0.308220705,0.0298101239,0.249793935,0.366647474,0.116312831,1.48158736,29.5895959,-56.5129549,59.4761296,0.237816701
-0.122,0,0.305699423,0.0319356658,0.243106668,0.368292178,0.12079147,1.31326202,31.6774439,-60.7733871,63.3999112,0.245999061
-0.0813333333,0,0.302978907,0.0344587693,0.23544096,0.370516853,0.126160884,1.10233094,33.9999514,-65.5363492,67.7410111,0.254657943
-0.0406666667,0,0.300052725,0.0373831726,0.226783053,0.373322397,0.132303218,0.847356325,36.5620637,-70.8129717,72.5076844,0.263680724
0,0,0.296367548,0.0432376951,0.211623223,0.381111873,0.169776024,0,0,0,0,0
0.0406666667,0,0.298358012,0.0669519445,0.167134612,0.429581412,0.2369504,-0.847356325,36.5620637,-72.5076844,70.8129717,0.263680724
0.0813333333,0,0.300774245,0.0623069579,0.178654851,0.422893638,0.228119026,-1.10233094,33.9999514,-67.7410111,65.5363492,0.254657943
0.122,0,0.303072899,0.0580384874,0.189319554,0.416826244,0.219521154,-1.31326202,31.6774439,-63.3999112,60.7733871,0.245999061
0.162666667,0,0.30525753,0.0541366595,0.199151627,0.411363433,0.211229855,-1.48158736,29.5895959,-59.4761296,56.5129549,0.237816701
0.203333333,0,0.307331691,0.0505904163,0.208176297,0.406487085,0.203316617,-1.60874473,27.7302391,-55.9590146,52.7415251,0.230219848
0.244,0,0.309298937,0.0473872052,0.216421721,0.402176152,0.195847941,-1.6961719,26.0916159,-52.8347994,49.4424556,0.223306626
0.284666667,0,0.311162821,0.0445126821,0.223919568,0.398406075,0.188881674,-1.74530665,24.664051,-50.0859584,46.5953451,0.217156662
0.325333333,0,0.312926899,0.0419504701,0.230705489,0.39514831,0.182463398,-1.75758676,23.4357264,-47.6907665,44.175593,0.211824007
0.366,0,0.314594725,0.0396820225,0.23681939,0.39237006,0.176623288,-1.73445001,22.3926288,-45.6231959,42.1542959,0.207331799
0.406666667,0,0.316169852,0.0376866403,0.242305394,0.390034309,0.171373873,-1.67733418,21.5187185,-43.8532475,40.4985792,0.20366972
0.447333333,0,0.317655835,0.0359416793,0.247211438,0.388100232,0.166709062,-1.58767703,20.7963329,-42.3477406,39.1723865,0.200794884
0.488,0,0.319056228,0.0344229573,0.251588472,0.386523985,0.162604679,-1.46691635,20.2067853,-41.0714878,38.1376552,0.198636124
0.528666667,0,0.320374586,0.0331053399,0.255489312,0.38525986,0.159020504,-1.31648991,19.7310824,-39.9887008,37.355721,0.197100976
0.569333333,0,0.321614463,0.0319634497,0.258967252,0.384261673,0.155903587,-1.13783549,19.3506585,-39.0644292,36.7887582,0.196084163
0.61,0,0.322779412,0.0309724244,0.262074576,0.383484248,0.153192435,-0.932390871,19.0480334,-38.2658504,36.4010686,0.195476267
0.650666667,0,0.323872989,0.0301086431,0.264861133,0.382884845,0.150821518,-0.701593826,18.8073281,-37.5632795,36.1600919,0.195171464
0.691333333,0,0.324898747,0.0293503518,0.267373115,0.38242438,0.148725626,-0.446882131,18.6146076,-36.9308426,36.0370783,0.195073592
0.732,0,0.325860241,0.0286781447,0.26965211,0.382068372,0.14684365,-0.169693564,18.4580564,-36.3468193,36.0074322,0.195100299
0.772666667,0,0.326761025,0.0280752802,0.271734487,0.381787563,0.145121562,0.128534098,18.3280097,-35.7937049,36.0507731,0.195185326
0.813333333,0,0.327604654,0.0275278381,0.273651082,0.381558225,0.143514491,0.446363078,18.2168769,-35.2580595,36.1507857,0.19527923
0.854,0,0.328394681,0.0270247381,0.275427167,0.381362194,0.141987941,0.7823556,18.1189909,-34.7302139,36.2949251,0.195348943
0.894666667,0,0.32913466,0.0265576468,0.277082629,0.381186692,0.14051825,1.13507389,18.0304149,-34.2038899,36.4740377,0.195376514
0.935333333,0,0.329828147,0.0261208021,0.278632316,0.381023978,0.139092442,1.50308016,17.9487273,-33.6757789,36.6819392,0.195357385
0.976,0,0.330478695,0.0257107804,0.280086492,0.380870899,0.137707609,1.88493665,17.8728005,-33.1451086,36.9149819,0.195298399
1.01666667,0,0.331089859,0.0253262241,0.281451372,0.380728346,0.136369947,2.27920557,17.8025826,-32.6132151,37.1716262,0.195215739
1.05733333,0,0.331665192,0.0249675438,0.282729706,0.380600679,0.135093539,2.68444914,17.7388867,-32.08313,37.4520282,0.195132859
1.098,0,0.33220825,0.0246366022,0.283921397,0.380495103,0.133898944,3.0992296,17.68319,-31.559186,37.7576452,0.195078493
1.13866667,0,0.332722586,0.0243363849,0.285024148,0.380421023,0.132811646,3.52210916,17.637443,-31.046644,38.0908623,0.195084741
1.17933333,0,0.333211754,0.0240706604,0.286034126,0.380389382,0.131860376,3.95165004,17.6038901,-30.5513405,38.4546406,0.195185272
1.22,0,0.333679309,0.0238436356,0.286946642,0.380411976,0.13107536,4.38641448,17.584901,-30.0793582,38.8521871,0.195413627
1.26066667,0,0.334128806,0.0236596097,0.287756823,0.380500789,0.130486511,4.82496469,17.5828164,-29.6367223,39.2866516,0.195801654
1.30133333,0,0.334563797,0.0235226398,0.288460271,0.380667324,0.130121651,5.26586289,17.5998081,-29.2291272,39.760853,0.196378105
1.342,0,0.334987839,0.0234362287,0.289053675,0.380922003,0.130004812,5.70767132,17.6377586,-28.8617002,40.2770429,0.197167405
1.38266667,0,0.335404484,0.0234030528,0.289535343,0.381273625,0.130154737,6.14895218,17.6981622,-28.5388083,40.8367127,0.198188654
1.42333333,0,0.335817287,0.0234247466,0.289905628,0.381728947,0.130583671,6.58826771,17.7820527,-28.2639151,41.4404506,0.199454888
1.464,0,0.336229803,0.0235017571,0.290167205,0.3822924,0.131296525,7.02418013,17.8899581,-28.0394933,42.0878536,0.200972638
1.50466667,0,0.336645585,0.0236332815,0.290325205,0.382965966,0.132290497,7.45525167,18.0218856,-27.8669951,42.7774984,0.202741802
1.54533333,0,0.337068189,0.0238172876,0.290387163,0.383749214,0.133555167,7.88004453,18.1773365,-27.7468803,43.5069694,0.204755839
1.586,0,0.337501167,0.0240506151,0.290362827,0.384639506,0.13507304,8.29712096,18.355348,-27.6787,44.2729419,0.207002272
1.62666667,0,0.337948075,0.024329147,0.290263823,0.385632327,0.136820511,8.70504316,18.5545613,-27.6612287,45.071315,0.209463471
1.66733333,0,0.338412466,0.0246480335,0.290103208,0.386721724,0.138769137,9.10237337,18.77331,-27.6926381,45.8973849,0.212117675
1.708,0,0.338897895,0.0250019539,0.289894966,0.387900825,0.14088714,9.48767381,19.0097258,-27.7707042,46.7460518,0.214940207
1.74866667,0,0.339407917,0.0253853992,0.289653449,0.389162385,0.143141049,9.85950669,19.2618563,-27.893038,47.6120513,0.217904832
1.78933333,0,0.339946085,0.0257929635,0.289392805,0.390499365,0.145497394,10.2164343,19.5277918,-28.0573344,48.4902029,0.220985209
1.83,0,0.340515954,0.0262196344,0.289126415,0.391905493,0.147924407,10.5570187,19.8057978,-28.2616317,49.3756691,0.224156408
1.87066667,0,0.341119988,0.026661372,0.288864659,0.393375317,0.150396062,10.8798674,20.0945739,-28.5047738,50.2645086,0.227399169
1.91133333,0,0.341756296,0.0271159954,0.288609922,0.394902671,0.152899389,11.1837684,20.393592,-28.7869373,51.1544742,0.23070789
1.952,0,0.342421897,0.0275818486,0.288362467,0.396481327,0.155424963,11.4675548,20.7024435,-29.1084887,52.0435984,0.234079519
1.99266667,0,0.34311381,0.0280572054,0.288122698,0.398104922,0.157962873,11.7300598,21.0205589,-29.4694787,52.9295983,0.237509107
2.03333333,0,0.343829053,0.02854007,0.287891544,0.399766562,0.160501597,11.9701165,21.3471086,-29.8694475,53.8096805,0.240988692
2.074,0,0.344564646,0.0290280349,0.287670743,0.401458549,0.16302722,12.186558,21.6809323,-30.3072884,54.6804044,0.244506519
2.11466667,0,0.345317607,0.0295181924,0.287463013,0.403172201,0.165522925,12.3782176,22.0204964,-30.7811623,55.5375974,0.248046529
2.15533333,0,0.346084955,0.0300070911,0.287272137,0.404897773,0.167968761,12.5439282,22.3638743,-31.28846,56.3763165,0.251588113
2.196,0,0.34686371,0.0304907312,0.287102975,0.406624445,0.170341605,12.6825232,22.7087476,-31.8258042,57.1908506,0.255106071
2.23666667,0,0.34765089,0.0309645922,0.286961404,0.408340375,0.172615319,12.7928356,23.0524236,-32.3890843,57.9747556,0.258570743
2.27733333,0,0.348443513,0.0314236881,0.286854216,0.41003281,0.17476104,12.8736986,23.3918683,-32.9735208,58.720918,0.261948266
2.318,0,0.3492386,0.0318626434,0.286788967,0.411688234,0.17674759,12.9239454,23.7237497,-33.5737495,59.4216403,0.265200941
2.35866667,0,0.350033169,0.0322757871,0.286773788,0.413292549,0.178541981,12.942409,24.04449,-34.1839253,60.0687434,0.268287662
2.39933333,0,0.350824238,0.0326572631,0.286817179,0.414831298,0.180110001,12.9279227,24.3503254,-34.7978382,60.6536835,0.271164408
2.44,0,0.351608827,0.0330011528,0.286927756,0.416289898,0.18141688,12.8793195,24.6373714,-35.4090411,61.1676801,0.273784771
2.48066667,0,0.352383955,0.0333016141,0.287113991,0.417653919,0.182428038,12.7954327,24.9016927,-36.0109881,61.6018534,0.276100546
2.52133333,0,0.35314664,0.033553035,0.2873839,0.41890938,0.183109933,12.6750953,25.1393792,-36.5971825,61.947373,0.278062374
2.562,0,0.353893901,0.0337502083,0.287744709,0.420043094,0.183431027,12.5171405,25.3466278,-37.1613371,62.1956181,0.279620472
2.60266667,0,0.354622758,0.0338885315,0.288202457,0.42104306,0.183362916,12.3204015,25.5198318,-37.6975496,62.3383527,0.280725494
2.64333333,0,0.355330229,0.03396424,0.288761542,0.421898916,0.182881649,12.0837114,25.6556801,-38.2004976,62.3679205,0.281329551
2.684,0,0.356013334,0.0339746835,0.289424178,0.42260249,0.181969289,11.8059034,25.7512706,-38.6656595,62.2774663,0.28138746
2.72466667,0,0.35666909,0.0339186594,0.290189739,0.423148441,0.180615785,11.4858106,25.8042399,-39.0895702,62.0611914,0.280858288
2.76533333,0,0.357294517,0.0337968172,0.291053973,0.423535061,0.178821175,11.1222661,25.8129167,-39.4701209,61.7146531,0.279707246
2.806,0,0.357886634,0.0336121532,0.292008024,0.423765244,0.176598212,10.7141032,25.7765044,-39.806917,61.2351233,0.27790802
2.84666667,0,0.35844246,0.0333706145,0.293037257,0.423847663,0.173975404,10.2601548,25.6953002,-40.1017081,60.6220177,0.275445592
2.88733333,0,0.358959013,0.0330818291,0.29411982,0.423798207,0.171000491,9.75925429,25.5709605,-40.3589074,59.877416,0.272319599
2.928,0,0.359433314,0.0327599728,0.295224947,0.42364168,0.167744254,9.2102347,25.4068217,-40.5862208,59.0066902,0.268548238
2.96866667,0,0.359862379,0.0324247626,0.296311012,0.423413746,0.16430444,8.61192919,25.2082841,-40.7953998,58.0192582,0.264172667
3.00933333,0,0.360243229,0.032102526,0.297323434,0.423163024,0.160809363,7.96317091,24.9832675,-41.0031336,56.9294755,0.259261755
3.05,0,0.360572882,0.0318272325,0.298192653,0.422953112,0.157420394,7.26279302,24.7427342,-41.2320749,55.7576609,0.253916886
3.09066667,0,0.360848358,0.0316412683,0.298832612,0.422864104,0.154332129,6.50962865,24.5012656,-41.5119695,54.5312268,0.248276314
3.13133333,0,0.361066675,0.0315956186,0.2991404,0.422992949,0.151768603,5.70251095,24.2776503,-41.8808093,53.2858312,0.242518301
3.172,0,0.361224851,0.0317490251,0.298997906,0.423451797,0.149973752,4.84027308,24.095403,-42.385849,52.0663952,0.236861895
3.21266667,0,0.361319907,0.0321657143,0.298276266,0.424363549,0.149194923,3.92174817,23.9830813,-43.0842274,50.9277238,0.231563904
3.25333333,0,0.361348861,0.0329115642,0.29684338,0.425854341,0.14965999,2.94576938,23.9742123,-44.0428234,49.9343621,0.226910404
3.294,0,0.361308731,0.0340491199,0.294573682,0.42804378,0.151551437,1.91116985,24.1066112,-45.33692,49.1592596,0.223201444
3.33466667,0,0.361196537,0.0356325034,0.291358114,0.43103496,0.154983428,0.816782722,24.4209156,-47.0473324,48.6808978,0.220728648
3.37533333,0,0.361009298,0.037703574,0.287111651,0.434906945,0.159988432,-0.338558846,24.9583187,-49.2559645,48.5788468,0.219747566
3.416,0,0.360744032,0.0402903678,0.281776362,0.439711702,0.166517218,-1.55602171,25.757756,-52.0402958,48.9282524,0.220449266
3.45666667,0,0.360397758,0.0434079822,0.275319677,0.44547584,0.174451304,-2.83677273,26.8530919,-55.4678656,49.7943202,0.222937664
3.49733333,0,0.359967496,0.0470612209,0.267729198,0.452205794,0.183622982,-4.18197875,28.2709773,-59.592076,51.2281185,0.227218735
3.538,0,0.359450264,0.0512479377,0.259006152,0.459894377,0.193837002,-5.59280663,30.0298934,-64.4503161,53.2647029,0.233204598
3.57866667,0,0.358843082,0.0559621774,0.249159229,0.468526934,0.204889435,-7.07042322,32.1404935,-70.064633,55.9237865,0.240730697
3.61933333,0,0.358142967,0.0611966236,0.238199789,0.478086145,0.216581678,-8.61599537,34.6069445,-76.4443603,59.2123695,0.249580666
3.66,0,0.357346939,0.0669442425,0.226138635,0.488555244,0.228729496,-10.2306899,37.4287524,-83.5896966,63.1283167,0.259512446
-3.66,0.0305,0.381468836,0.037313307,0.308336099,0.454601574,0.130153391,11.3859671,35.3609972,-57.9203138,80.692248,0.250752457
-3.61933333,0.0305,0.379118022,0.0349281637,0.310660079,0.447575965,0.126182551,9.81198556,32.6722679,-54.2244828,73.8484539,0.240956491
-3.57866667,0.0305,0.376802832,0.0332176472,0.31169744,0.441908224,0.124129337,8.3040105,30.3254761,-51.1328304,67.7408514,0.232245289
-3.538,0.0305,0.374524052,0.03214395,0.311523067,0.437525036,0.124078568,6.86092964,28.3213019,-48.6478021,62.3696614,0.224859461
-3.49733333,0.0305,0.372282464,0.0316395534,0.310270079,0.434294849,0.125977737,5.48163073,26.655821,-46.7628185,57.7260799,0.219013313
-3.45666667,0.0305,0.370078852,0.0316137602,0.308117021,0.432040684,0.129642926,4.16500152,25.3186801,-45.4586996,53.7887027,0.214868409
-3.416,0.0305,0.367914001,0.0319644631,0.305264805,0.430563198,0.13479323,2.90992977,24.2917678,-44.7010603,50.5209199,0.212508544
-3.37533333,0.0305,0.365788694,0.0325904216,0.301912642,0.429664747,0.141097663,1.71530322,23.548905,-44.4397025,47.870309,0.211922762
-3.33466667,0.0305,0.363703715,0.0334002625,0.298240404,0.429167027,0.148217631,0.58000963,23.0568485,-44.610583,45.7706022,0.213001915
-3.294,0.0305,0.361659848,0.0343170278,0.294399709,0.428919986,0.155836151,-0.497063259,22.7774735,-45.140091,44.1459645,0.215550364
-3.25333333,0.0305,0.359657876,0.0352791021,0.290512106,0.428803645,0.1636734,-1.51702769,22.6705988,-45.9505849,42.9165295,0.219309508
-3.21266667,0.0305,0.357698583,0.0362389951,0.286671457,0.428725708,0.1714923,-2.48099592,22.6967666,-46.9658411,42.0038492,0.223986665
-3.172,0.0305,0.355782753,0.0371612204,0.282948099,0.428617407,0.179098269,-3.39008019,22.8194432,-48.115367,41.3352066,0.229282718
-3.13133333,0.0305,0.35391117,0.0380200317,0.279393277,0.428429063,0.186336134,-4.24539275,23.0064042,-49.3371164,40.8463309,0.234914124
-3.09066667,0.0305,0.352084618,0.0387973806,0.276043149,0.428126086,0.19308599,-5.04804586,23.230343,-50.5786816,40.4825898,0.240627654
